155542785,0,73367,102.7895,36.622015
155542786,0,73367,102.7895,36.622015
155542787,0,73367,102.7895,36.622015
155542529,1,72383,102.806119,36.608063
155542530,1,72383,102.806119,36.608063
155542531,1,72383,102.806119,36.608063
155549697,2,71727,102.821146,36.602533
155549698,2,71727,102.821146,36.602533
155549699,2,71727,102.821146,36.602533
155506690,3,72056,102.816264,36.605384
155506689,3,72056,102.816264,36.605384
155506691,3,72056,102.816264,36.605384
155508481,4,70412,102.824749,36.581855
155508482,4,70412,102.824749,36.581855
155508483,4,70412,102.824749,36.581855
155493377,5,70743,102.833744,36.587541
155493378,5,70743,102.833744,36.587541
155493379,5,70743,102.833744,36.587541
155553027,6,55282,102.847832,36.375741
155553025,6,55282,102.847832,36.375741
155553026,6,55282,102.847832,36.375741
155448834,7,52322,102.849468,36.337175
155448833,7,52322,102.849468,36.337175
155448835,7,52322,102.849468,36.337175
155450627,8,52980,102.850127,36.346067
155450625,8,52980,102.850127,36.346067
155669776,8,52980,102.849748,36.345878
155450626,8,52980,102.850127,36.346067
155451905,9,53309,102.852664,36.348324
155668752,9,53309,102.852404,36.348834
155451906,9,53309,102.852664,36.348324
155451907,9,53309,102.852664,36.348324
155448322,10,52652,102.855011,36.340107
155492865,10,52652,102.854601,36.339577
155492866,10,52652,102.854601,36.339577
155448323,10,52652,102.855011,36.340107
155448321,10,52652,102.855011,36.340107
155567619,11,52981,102.854291,36.344445
155207938,12,53310,102.857737,36.347845
155452674,12,53310,102.8556,36.350609
155207939,12,53310,102.857737,36.347845
155452675,12,53310,102.8556,36.350609
155207937,12,53310,102.857737,36.347845
155452673,12,53310,102.8556,36.350609
155508226,13,63180,102.855626,36.483501
155508227,13,63180,102.855626,36.483501
155508225,13,63180,102.855626,36.483501
155493890,14,64496,102.854538,36.501501
155493891,14,64496,102.854538,36.501501
155493889,14,64496,102.854538,36.501501
155447041,15,52653,102.862711,36.338605
155447553,15,52653,102.858576,36.338891
155447042,15,52653,102.862711,36.338605
155447554,15,52653,102.858576,36.338891
155447043,15,52653,102.862711,36.338605
155447555,15,52653,102.858576,36.338891
155449347,16,52982,102.858786,36.343952
155449345,16,52982,102.858786,36.343952
155449346,16,52982,102.858786,36.343952
155451393,16,52982,102.859795,36.346932
155451395,16,52982,102.859795,36.346932
155451394,16,52982,102.859795,36.346932
155452417,17,53311,102.860194,36.349252
155452418,17,53311,102.860194,36.349252
155452419,17,53311,102.860194,36.349252
155567105,18,60878,102.859988,36.450923
155567106,18,60878,102.859988,36.450923
155493633,19,63510,102.861389,36.488244
155493634,19,63510,102.861389,36.488244
155493635,19,63510,102.861389,36.488244
155541251,20,69761,102.86362,36.575074
155541249,20,69761,102.86362,36.575074
155541250,20,69761,102.86362,36.575074
155448579,21,52654,102.865248,36.340612
155448577,21,52654,102.865248,36.340612
155448578,21,52654,102.865248,36.340612
155664913,22,52983,102.864506,36.344773
155450881,22,52983,102.864639,36.347275
155450882,22,52983,102.864639,36.347275
155450883,22,52983,102.864639,36.347275
155664912,22,52983,102.864506,36.344773
155670032,23,53312,102.865188,36.347771
155670033,23,53312,102.865188,36.347771
155507202,24,57260,102.865621,36.405094
155507203,24,57260,102.865621,36.405094
155507201,24,57260,102.865621,36.405094
155517697,25,57589,102.864648,36.407347
155517698,25,57589,102.864648,36.407347
155517699,25,57589,102.864648,36.407347
155497217,26,57918,102.866537,36.412661
155497218,26,57918,102.866537,36.412661
155497219,26,57918,102.866537,36.412661
155496962,27,58576,102.86646,36.421489
155496963,27,58576,102.86646,36.421489
155496961,27,58576,102.86646,36.421489
155507971,28,63840,102.865095,36.492881
155507969,28,63840,102.865095,36.492881
155507970,28,63840,102.865095,36.492881
155447297,29,52655,102.869794,36.340685
155447298,29,52655,102.869794,36.340685
155447299,29,52655,102.869794,36.340685
155450369,30,52984,102.870304,36.345637
155449859,30,52984,102.870503,36.343606
155450370,30,52984,102.870304,36.345637
155450371,30,52984,102.870304,36.345637
155793424,30,52984,102.872442,36.344173
155449857,30,52984,102.870503,36.343606
155449858,30,52984,102.870503,36.343606
155452929,31,53313,102.871963,36.349746
155452930,31,53313,102.871963,36.349746
155452931,31,53313,102.871963,36.349746
155496707,32,58577,102.871478,36.421916
155496705,32,58577,102.871478,36.421916
155496706,32,58577,102.871478,36.421916
155518465,33,59564,102.874055,36.433544
155518466,33,59564,102.874055,36.433544
155518467,33,59564,102.874055,36.433544
155505410,34,60880,102.873855,36.455043
155505409,34,60880,102.873855,36.455043
155449602,35,52985,102.878308,36.343057
155449603,35,52985,102.878308,36.343057
155449601,35,52985,102.878308,36.343057
155518209,36,57920,102.875279,36.413006
155518210,36,57920,102.875279,36.413006
155518211,36,57920,102.875279,36.413006
155517954,37,59565,102.876793,36.436683
155517955,37,59565,102.876793,36.436683
155517953,37,59565,102.876793,36.436683
155542275,38,64500,102.875837,36.503993
155542274,38,64500,102.875837,36.503993
155542273,38,64500,102.875837,36.503993
155507713,39,65816,102.876906,36.52127
155507714,39,65816,102.876906,36.52127
155507715,39,65816,102.876906,36.52127
155448065,40,52328,102.880427,36.338053
155448066,40,52328,102.880427,36.338053
155448067,40,52328,102.880427,36.338053
155627536,41,52986,102.879927,36.343255
155638032,41,52986,102.879927,36.343255
155449090,41,52986,102.883746,36.347133
155449089,41,52986,102.883746,36.347133
155449091,41,52986,102.883746,36.347133
155492097,42,66475,102.881912,36.529019
155492098,42,66475,102.881912,36.529019
155492099,42,66475,102.881912,36.529019
155492353,43,52987,102.889875,36.347109
155492354,43,52987,102.889875,36.347109
155492355,43,52987,102.889875,36.347109
155583745,44,58909,102.889609,36.425267
155583746,44,58909,102.889609,36.425267
155567362,45,59567,102.887169,36.436143
155567363,45,59567,102.887169,36.436143
155510017,46,64502,102.886572,36.500392
155510018,46,64502,102.886572,36.500392
155510019,46,64502,102.886572,36.500392
155494658,47,69108,102.885624,36.563162
155494659,47,69108,102.885624,36.563162
155494657,47,69108,102.885624,36.563162
155546881,48,65490,102.891953,36.517396
155546882,48,65490,102.891953,36.517396
155546883,48,65490,102.891953,36.517396
155502337,49,85891,102.907042,36.792505
155502338,49,85891,102.907042,36.792505
155517441,50,50690,102.917184,36.313799
155517442,50,50690,102.917184,36.313799
155517443,50,50690,102.917184,36.313799
155510529,51,79314,102.923742,36.706828
155510530,51,79314,102.923742,36.706828
155510531,51,79314,102.923742,36.706828
155541506,52,79644,102.929173,36.707494
155541507,52,79644,102.929173,36.707494
155541505,52,79644,102.929173,36.707494
155569153,53,50364,102.938196,36.30735
155569155,53,50364,102.938196,36.30735
155572226,54,85239,102.938367,36.783987
155572227,54,85239,102.938367,36.783987
155515138,55,49379,102.94638,36.294999
155515137,55,49379,102.94638,36.294999
155513345,56,49052,102.959343,36.292276
155513346,56,49052,102.959343,36.292276
155513347,56,49052,102.959343,36.292276
155546115,57,82612,102.965767,36.748459
155546113,57,82612,102.965767,36.748459
155546114,57,82612,102.965767,36.748459
155559682,58,50042,102.971239,36.303119
155513601,59,48399,102.983721,36.282867
155513602,59,48399,102.983721,36.282867
155513603,59,48399,102.983721,36.282867
155494402,60,47415,102.99947,36.271111
155494403,60,47415,102.99947,36.271111
155494401,60,47415,102.99947,36.271111
155492867,61,47089,103.017008,36.263862
155514625,62,75387,103.036387,36.65253
155514626,62,75387,103.036387,36.65253
155514627,62,75387,103.036387,36.65253
155535617,63,45120,103.042966,36.238577
155535618,63,45120,103.042966,36.238577
155535619,63,45120,103.042966,36.238577
155545091,64,94470,103.041701,36.909984
155545089,64,94470,103.041701,36.909984
155545090,64,94470,103.041701,36.909984
155500289,65,44799,103.08469,36.231111
155500290,65,44799,103.08469,36.231111
155500291,65,44799,103.08469,36.231111
155573506,66,93164,103.095235,36.893757
155573505,66,93164,103.095235,36.893757
155552259,67,89219,103.112043,36.837206
155552257,67,89219,103.112043,36.837206
155552258,67,89219,103.112043,36.837206
155514114,68,42179,103.147194,36.197868
155514115,68,42179,103.147194,36.197868
155568643,69,94164,103.161716,36.907321
155520769,70,92520,103.166987,36.886106
155520770,70,92520,103.166987,36.886106
155520771,70,92520,103.166987,36.886106
155505921,71,41526,103.17718,36.189622
155505923,71,41526,103.17718,36.189622
155505922,71,41526,103.17718,36.189622
155497985,72,92851,103.180426,36.887962
155497986,72,92851,103.180426,36.887962
155570689,73,88247,103.192424,36.82805
155570690,73,88247,103.192424,36.82805
155497729,74,91866,103.188543,36.876399
155497730,74,91866,103.188543,36.876399
155510785,75,40873,103.203563,36.177892
155510786,75,40873,103.203563,36.177892
155566593,76,41202,103.203493,36.181334
155566594,76,41202,103.203493,36.181334
155566595,76,41202,103.203493,36.181334
155502081,77,86933,103.199954,36.805921
155502082,77,86933,103.199954,36.805921
155502083,77,86933,103.199954,36.805921
155566849,78,41532,103.207668,36.189749
155566850,78,41532,103.207668,36.189749
155566851,78,41532,103.207668,36.189749
155520515,79,88250,103.208715,36.824124
155520514,79,88250,103.208715,36.824124
155520513,79,88250,103.208715,36.824124
155568386,80,90224,103.203941,36.853577
155499265,81,86277,103.213709,36.800667
155499266,81,86277,103.213709,36.800667
155520257,82,86936,103.214728,36.80697
155520258,82,86936,103.214728,36.80697
155520259,82,86936,103.214728,36.80697
155519490,83,88910,103.218376,36.833424
155519491,83,88910,103.218376,36.833424
155519489,83,88910,103.218376,36.833424
155549443,84,40219,103.221396,36.170937
155549441,84,40219,103.221396,36.170937
155549442,84,40219,103.221396,36.170937
155552769,85,82990,103.225379,36.755944
155552770,85,82990,103.225379,36.755944
155552771,85,82990,103.225379,36.755944
155498499,86,85622,103.22666,36.790436
155498497,86,85622,103.22666,36.790436
155498498,86,85622,103.22666,36.790436
155514883,87,84308,103.237637,36.770384
155514881,87,84308,103.237637,36.770384
155514882,87,84308,103.237637,36.770384
155571714,88,39894,103.242292,36.165741
155571713,88,39894,103.242292,36.165741
155543298,89,82006,103.243187,36.742664
155543299,89,82006,103.243187,36.742664
155543297,89,82006,103.243187,36.742664
155568897,90,40554,103.252825,36.174937
155730960,91,42857,103.25313,36.205728
155497473,92,80692,103.254183,36.724601
155497474,92,80692,103.254183,36.724601
155497475,92,80692,103.254183,36.724601
155457539,93,81350,103.253332,36.733066
155457538,93,81350,103.253332,36.733066
155457537,93,81350,103.253332,36.733066
155518723,94,81679,103.254073,36.734897
155432449,94,81679,103.254313,36.73805
155432450,94,81679,103.254313,36.73805
155518721,94,81679,103.254073,36.734897
155432451,94,81679,103.254313,36.73805
155518722,94,81679,103.254073,36.734897
155779072,95,42858,103.261538,36.20573
155430401,96,81022,103.258318,36.727945
155430402,96,81022,103.258318,36.727945
155430403,96,81022,103.258318,36.727945
155431426,97,81351,103.261291,36.729937
155431427,97,81351,103.261291,36.729937
155431425,97,81351,103.261291,36.729937
155431939,97,81351,103.261502,36.733209
